ngram	w1	w2	w3	w4	w5	n
dokter_semakin_memakan_waktu_belum	dokter	semakin	memakan	waktu	belum	1
dokter_spesialis_paruh_waktu_jelasnya	dokter	spesialis	paruh	waktu	jelasnya	1
dokter_tetap_memiliki_keterbatasan_waktu	dokter	tetap	memiliki	keterbatasan	waktu	1
doku-men_ini_butuh_waktu_dua	doku-men	ini	butuh	waktu	dua	1
dokumen_masih_memakan_waktu_yang	dokumen	masih	memakan	waktu	yang	1
dolar_dalam_jangka_waktu_tahun	dolar	dalam	jangka	waktu	tahun	1
donatur_waktu_itu_memaksakan_pembangunan	donatur	waktu	itu	memaksakan	pembangunan	1
dosa_di_rentang_waktu_kehidupan	dosa	di	rentang	waktu	kehidupan	1
dosen_dalam_waktu_tahun_tersebut	dosen	dalam	waktu	tahun	tersebut	1
dosen_dapat_hadir_tepat_waktu	dosen	dapat	hadir	tepat	waktu	1
dosen_pada_dosen_dalam_waktu	dosen	pada	dosen	dalam	waktu	1
dosis_tinggi_untuk_jangka_waktu	dosis	tinggi	untuk	jangka	waktu	1
dosis_tinggi_untuk_waktu_yang	dosis	tinggi	untuk	waktu	yang	1
draf_membuat_waktu_pembahasan_terpotong	draf	membuat	waktu	pembahasan	terpotong	1
drastis_bahkan_dari_waktu_ke	drastis	bahkan	dari	waktu	ke	1
drastis_dalam_waktu_yang_singkat	drastis	dalam	waktu	yang	singkat	1
drop_juga_waktu_itu_karena	drop	juga	waktu	itu	karena	1
drum_waktu_itu_tidak_diketahui	drum	waktu	itu	tidak	diketahui	1
dry_port_bisa_memangkas_waktu	dry	port	bisa	memangkas	waktu	1
dua_alasan_waktu_itu_mengeluarkan	dua	alasan	waktu	itu	mengeluarkan	1
dua_buah_hatinya_dalam_waktu	dua	buah	hatinya	dalam	waktu	1
dua_bulan_lagi_waktu_persiapan	dua	bulan	lagi	waktu	persiapan	1
dua_bulan_lebih_dari_waktu	dua	bulan	lebih	dari	waktu	1
dua_dengan_catatan_waktu_terbaik	dua	dengan	catatan	waktu	terbaik	1
dua_desa_tersebut_pada_waktu	dua	desa	tersebut	pada	waktu	1
dua_dia_akhir_perpanjangan_waktu	dua	dia	akhir	perpanjangan	waktu	1
dua_film_karena_waktu_libur	dua	film	karena	waktu	libur	1
dua_gol_cuma_dalam_waktu	dua	gol	cuma	dalam	waktu	1
dua_gol_dalam_waktu_cepat	dua	gol	dalam	waktu	cepat	1
dua_gol_lawan_dalam_waktu	dua	gol	lawan	dalam	waktu	1
dua_itu_waktu_tawaf_menjadi	dua	itu	waktu	tawaf	menjadi	1
dua_jam_sebelum_waktu_shalat	dua	jam	sebelum	waktu	shalat	1
dua_jam_setelah_waktu_resmi	dua	jam	setelah	waktu	resmi	1
dua_jam_waktu_kami_untuk	dua	jam	waktu	kami	untuk	1
dua_kali_mencatat_waktu_lap	dua	kali	mencatat	waktu	lap	1
dua_kategori_berdasarkan_waktu_yaitu	dua	kategori	berdasarkan	waktu	yaitu	1
dua_kejadian_di_waktu_yang	dua	kejadian	di	waktu	yang	1
dua_kelompok_bersenjata_dalam_waktu	dua	kelompok	bersenjata	dalam	waktu	1
dua_kilo_meter_dengan_waktu	dua	kilo	meter	dengan	waktu	1
dua_laga_internasional_dalam_waktu	dua	laga	internasional	dalam	waktu	1
dua_lokasi_dan_waktu_berbeda	dua	lokasi	dan	waktu	berbeda	1
dua_macam_waktu_pelaksanaan_yakni	dua	macam	waktu	pelaksanaan	yakni	1
dua_masa_subur_dalam_waktu	dua	masa	subur	dalam	waktu	1
dua_menit_waktu_normal_habis	dua	menit	waktu	normal	habis	1
dua_menit_waktu_permainan_pada	dua	menit	waktu	permainan	pada	1
dua_multievent_olahraga_dalam_waktu	dua	multievent	olahraga	dalam	waktu	1
dua_opsi_waktu_pemberian_bonus	dua	opsi	waktu	pemberian	bonus	1
dua_pera-yaan_diadakan_dalam_waktu	dua	pera-yaan	diadakan	dalam	waktu	1
dua_pertandingan_persahabatan_dalam_waktu	dua	pertandingan	persahabatan	dalam	waktu	1
dua_poin_karena_membuat_waktu	dua	poin	karena	membuat	waktu	1
dua_pria_di_waktu_yang	dua	pria	di	waktu	yang	1
dua_remaja_beberapa_waktu_lalu	dua	remaja	beberapa	waktu	lalu	1
dua_shalat_dalam_satu_waktu	dua	shalat	dalam	satu	waktu	1
dua_slot_waktu_dengan_rating	dua	slot	waktu	dengan	rating	1
dua_sumur_dalam_waktu_satu	dua	sumur	dalam	waktu	satu	1
dua_tahun_adalah_jangka_waktu	dua	tahun	adalah	jangka	waktu	1
dua_tahun_dengan_catatan_waktu	dua	tahun	dengan	catatan	waktu	1
dua_tahun_kiranya_waktu_yang	dua	tahun	kiranya	waktu	yang	1
dua_tahun_sekali_bersamaan_waktu	dua	tahun	sekali	bersamaan	waktu	1
dua_tahun_setelah_masa_waktu	dua	tahun	setelah	masa	waktu	1
dua_tahun_waktu_yang_diperlukan	dua	tahun	waktu	yang	diperlukan	1
dua_tahun_waktu_yang_direkomendasikan	dua	tahun	waktu	yang	direkomendasikan	1
dua_tempat_berbeda_dalam_waktu	dua	tempat	berbeda	dalam	waktu	1
dua_tempat_dalam_waktu_bersamaan	dua	tempat	dalam	waktu	bersamaan	1
dua_tempat_dan_waktu_berbeda	dua	tempat	dan	waktu	berbeda	1
dua_waktu_yang_disebut_magic	dua	waktu	yang	disebut	magic	1
dua_yaitu_waktu_dan_komposisi	dua	yaitu	waktu	dan	komposisi	1
dua-mengaku_hanya_butuh_waktu_sekitar	dua-mengaku	hanya	butuh	waktu	sekitar	1
duduk_dalam_waktu_lama_bisa	duduk	dalam	waktu	lama	bisa	1
duduk_di_sini_memutar_waktu	duduk	di	sini	memutar	waktu	1
duduk_untuk_waktu_yang_lama	duduk	untuk	waktu	yang	lama	1
dugaan_korupsi_tersebut_dalam_waktu	dugaan	korupsi	tersebut	dalam	waktu	1
dugaan_waktu_kematian_korban_tim	dugaan	waktu	kematian	korban	tim	1
duka_akan_di-laksanakan_dalam_waktu	duka	akan	di-laksanakan	dalam	waktu	1
duku-ngannya_dalam_waktu_dekat_dia	duku-ngannya	dalam	waktu	dekat	dia	1
dukung_waktu_awal_beli_tempat	dukung	waktu	awal	beli	tempat	1
dukungan_dan_waktu_yang_dinyatakan	dukungan	dan	waktu	yang	dinyatakan	1
dukungan_perlu_waktu_berbulan_bahkan	dukungan	perlu	waktu	berbulan	bahkan	1
dulu_ada_waktu_masih_zaman	dulu	ada	waktu	masih	zaman	1
dulu_hingga_batas_waktu_pensiun	dulu	hingga	batas	waktu	pensiun	1
dulu_karena_harus_membagi_waktu	dulu	karena	harus	membagi	waktu	1
dulu_nulisnya_waktu_baru_lulus	dulu	nulisnya	waktu	baru	lulus	1
dulu_pada_waktu_itu_kami	dulu	pada	waktu	itu	kami	1
dulu_pada_waktu_memulai_penyelidikan	dulu	pada	waktu	memulai	penyelidikan	1
dulu_tetapi_tidak_dalam_waktu	dulu	tetapi	tidak	dalam	waktu	1
dulu_waktu_belum_ada_proyek	dulu	waktu	belum	ada	proyek	1
dulu_waktu_di_dan_memang	dulu	waktu	di	dan	memang	1
dulu_waktu_hari_pertama_pembongkaran	dulu	waktu	hari	pertama	pembongkaran	1
dulu_waktu_kebersamaan_dengan_keluarga	dulu	waktu	kebersamaan	dengan	keluarga	1
dulu_waktu_saya_rasa_langsung	dulu	waktu	saya	rasa	langsung	1
dulu_waktu_syuting_jelas_lulusan	dulu	waktu	syuting	jelas	lulusan	1
dulu_waktu_zaman_orde_lama	dulu	waktu	zaman	orde	lama	1
dunia_beberapa_waktu_lalu_membuat	dunia	beberapa	waktu	lalu	membuat	1
dunia_bisa_berkumpul_dalam_waktu	dunia	bisa	berkumpul	dalam	waktu	1
dunia_dalam_beberapa_waktu_terakhir	dunia	dalam	beberapa	waktu	terakhir	1
dunia_dari_waktu_ke_waktu	dunia	dari	waktu	ke	waktu	1
dunia_di_waktu_senggang_ada	dunia	di	waktu	senggang	ada	1
dunia_hanya_dalam_waktu_empat	dunia	hanya	dalam	waktu	empat	1
dunia_industri_yang_membutuhkan_waktu	dunia	industri	yang	membutuhkan	waktu	1
dunia_karena_kecelakaan_pada_waktu	dunia	karena	kecelakaan	pada	waktu	1
dunia_pada_kurun_waktu_tahun	dunia	pada	kurun	waktu	tahun	1
dunia_pada_pukul_hingga_waktu	dunia	pada	pukul	hingga	waktu	1
dunia_pada_waktu_yang_tepat	dunia	pada	waktu	yang	tepat	1
dunia_panggung_tambahnya_beberapa_waktu	dunia	panggung	tambahnya	beberapa	waktu	1
dunia_sebelum_waktu_wukuf_di	dunia	sebelum	waktu	wukuf	di	1
dunia_waktu_itu_mengalami_penurunan	dunia	waktu	itu	mengalami	penurunan	1
dunk_pada_sisa_waktu_detik	dunk	pada	sisa	waktu	detik	1
durasi_syuting_sekian_waktu_tanpa	durasi	syuting	sekian	waktu	tanpa	1
durasi_waktu_anak_didik_di	durasi	waktu	anak	didik	di	1
durasi_waktu_hingga_menit_mereka	durasi	waktu	hingga	menit	mereka	1
durasi_waktu_itu_akan_mendapat	durasi	waktu	itu	akan	mendapat	1
durasi_waktu_jalan_diperpanjang_diharapkan	durasi	waktu	jalan	diperpanjang	diharapkan	1
durasi_waktu_lampu_hijau_di	durasi	waktu	lampu	hijau	di	1
durasi_waktu_pangan_tadi_malam	durasi	waktu	pangan	tadi	malam	1
durasi_waktu_pemakaian_serta_bisa	durasi	waktu	pemakaian	serta	bisa	1
durasi_waktu_sampai_dengan_pertengan	durasi	waktu	sampai	dengan	pertengan	1
durasi_waktu_sekitar_tujuh_menit	durasi	waktu	sekitar	tujuh	menit	1
durasi_waktu_tertentu_jelas_dia	durasi	waktu	tertentu	jelas	dia	1
durasi_waktu_tetapi_lebih_pada	durasi	waktu	tetapi	lebih	pada	1
duta-duta_waktu_bahwa_manusia_diharapkan	duta-duta	waktu	bahwa	manusia	diharapkan	1
duyung_hidup_dalam_waktu_yang	duyung	hidup	dalam	waktu	yang	1
e-KTP_perlu_waktu_seminggu_menunggu	e-KTP	perlu	waktu	seminggu	menunggu	1
eberapa_waktu_lalu_ada_program	eberapa	waktu	lalu	ada	program	1
economic_briefing_beberapa_waktu_lalu	economic	briefing	beberapa	waktu	lalu	1
edaran_beberapa_waktu_lalu_mengumumkan	edaran	beberapa	waktu	lalu	mengumumkan	1
edarannya_belum_dikan-tongi_dalam_waktu	edarannya	belum	dikan-tongi	dalam	waktu	1
efek_normalisasi_pulih_dalam_waktu	efek	normalisasi	pulih	dalam	waktu	1
efek_restoratif_dari_waktu_tidur	efek	restoratif	dari	waktu	tidur	1
efektif_beroperasi_namun_dalam_waktu	efektif	beroperasi	namun	dalam	waktu	1
efektif_semalam_mungkin_butuh_waktu	efektif	semalam	mungkin	butuh	waktu	1
efektivitas_tinggi_dan_waktu_singkat	efektivitas	tinggi	dan	waktu	singkat	1
efektivitas_waktu_untuk_konsumen_dan	efektivitas	waktu	untuk	konsumen	dan	1
efesiensi_waktu_dan_kelelahan_bisa	efesiensi	waktu	dan	kelelahan	bisa	1
efesiensi_waktu_sebagai_peningkatan_pelayanan	efesiensi	waktu	sebagai	peningkatan	pelayanan	1
eff.p.a_dengan_jangka_waktu_cukup	eff.p.a	dengan	jangka	waktu	cukup	1
efisien_dan_terkesan_membuang-buang_waktu	efisien	dan	terkesan	membuang-buang	waktu	1
efisien_dari_faktor_waktu_ongkos	efisien	dari	faktor	waktu	ongkos	1
efisien_dari_segi_waktu_dan	efisien	dari	segi	waktu	dan	1
efisien_dari_segi_waktu_tempuh	efisien	dari	segi	waktu	tempuh	1
efisien_serta_fleksibilitas_waktu_dan	efisien	serta	fleksibilitas	waktu	dan	1
efisien_waktu_semakin_terasa_ketika	efisien	waktu	semakin	terasa	ketika	1
efisiensi_baik_dari_sisi_waktu	efisiensi	baik	dari	sisi	waktu	1
efisiensi_dan_perpendekan_waktu_bolak-balik	efisiensi	dan	perpendekan	waktu	bolak-balik	1
efisiensi_itu_berupa_kecepatan_waktu	efisiensi	itu	berupa	kecepatan	waktu	1
efisiensi_jarak_dan_waktu_karena	efisiensi	jarak	dan	waktu	karena	1
efisiensi_waktu_dan_jarak_tempuh	efisiensi	waktu	dan	jarak	tempuh	1
efisiensi_waktu_dan_mendorong_iklim	efisiensi	waktu	dan	mendorong	iklim	1
efisiensi_waktu_hingga_berkurangnya_kebutuhan	efisiensi	waktu	hingga	berkurangnya	kebutuhan	1
efisiensi_waktu_pengecekan_dilakukan_sekaligus	efisiensi	waktu	pengecekan	dilakukan	sekaligus	1
efisiensi_waktu_perjalanan_warga_kebersihan	efisiensi	waktu	perjalanan	warga	kebersihan	1
efisiensi_waktu_selama_bertransaksi_serta	efisiensi	waktu	selama	bertransaksi	serta	1
eh_tapi_gugup_deh_waktu	eh	tapi	gugup	deh	waktu	1
ek-sekutif_pungkasnya_beberapa_waktu_lalu	ek-sekutif	pungkasnya	beberapa	waktu	lalu	1
ekonomi_dunia_di_waktu_mendatang	ekonomi	dunia	di	waktu	mendatang	1
ekonomi_makro_dalam_waktu_singkat	ekonomi	makro	dalam	waktu	singkat	1
ekonomi_selama_jangka_waktu_lima	ekonomi	selama	jangka	waktu	lima	1
ekonomi_yang_terjadi_beberapa_waktu	ekonomi	yang	terjadi	beberapa	waktu	1
ekonominya_dalam_waktu_yang_sangat	ekonominya	dalam	waktu	yang	sangat	1
ekpediensi_yang_waktu_itu_dimiliki	ekpediensi	yang	waktu	itu	dimiliki	1
eks_lurah_dalam_waktu_dekat	eks	lurah	dalam	waktu	dekat	1
ekse-kutif_dalam_waktu_dekat_tergantung	ekse-kutif	dalam	waktu	dekat	tergantung	1
eksekusi_hingga_waktu_yang_belum	eksekusi	hingga	waktu	yang	belum	1
eksekusi_mati_sering_menghabiskan_waktu	eksekusi	mati	sering	menghabiskan	waktu	1
eksekusi_terpidana_mati_beberapa_waktu	eksekusi	terpidana	mati	beberapa	waktu	1
eksekutif_beberapa_waktu_lalu_ran-cangan	eksekutif	beberapa	waktu	lalu	ran-cangan	1
eksekutif_sengaja_mengulur_waktu_guna	eksekutif	sengaja	mengulur	waktu	guna	1
eksekutif_tersebut_bahkan_dalam_waktu	eksekutif	tersebut	bahkan	dalam	waktu	1
eksekutif_yang_memakan_waktu_cukup	eksekutif	yang	memakan	waktu	cukup	1
eksis_dalam_waktu_yang_cukup	eksis	dalam	waktu	yang	cukup	1
eksis_padahal_di_waktu_yang	eksis	padahal	di	waktu	yang	1
eksplorasi_di_lapangan_kurang_waktu	eksplorasi	di	lapangan	kurang	waktu	1
ekspor_dipatok_persen_dalam_waktu	ekspor	dipatok	persen	dalam	waktu	1
ekspor-impor_harus_mem-butuhkan_waktu_hingga	ekspor-impor	harus	mem-butuhkan	waktu	hingga	1
ekstra_di_waktu_yang_tidak	ekstra	di	waktu	yang	tidak	1
ekstra_waktu_untuk_memperbaiki_penampilan	ekstra	waktu	untuk	memperbaiki	penampilan	1
elektronik_nasional_pada_beberapa_waktu	elektronik	nasional	pada	beberapa	waktu	1
elite_kecuali_mereka_yang_waktu	elite	kecuali	mereka	yang	waktu	1
elite_yang_beberapa_waktu_lalu	elite	yang	beberapa	waktu	lalu	1
email_setiap_waktu_akan_merasa	email	setiap	waktu	akan	merasa	1
emang_menghapus_kenangan_dalam_waktu	emang	menghapus	kenangan	dalam	waktu	1
emas_dalam_beberapa_waktu_kedepan	emas	dalam	beberapa	waktu	kedepan	1
emas_dalam_paruh_waktu_babak	emas	dalam	paruh	waktu	babak	1
emas_dengan_catatan_waktu_menit	emas	dengan	catatan	waktu	menit	1
emas_setelah_mencatat_waktu_tercepat	emas	setelah	mencatat	waktu	tercepat	1
empat_bulan_waktu_tersisa_akan	empat	bulan	waktu	tersisa	akan	1
empat_dan_meminta_waktu_untuk	empat	dan	meminta	waktu	untuk	1
empat_dan_waktu_persiapannya_pendek	empat	dan	waktu	persiapannya	pendek	1
empat_kali_dalam_waktu_kurang	empat	kali	dalam	waktu	kurang	1
empat_kali_itupun_dengan_waktu	empat	kali	itupun	dengan	waktu	1
empat_menit_sebelum_waktu_normal	empat	menit	sebelum	waktu	normal	1
empat_pawang_gajah_penuh_waktu	empat	pawang	gajah	penuh	waktu	1
empat_puluh_waktu_tanpa_luput	empat	puluh	waktu	tanpa	luput	1
empat_tahap_dengan_rentang_waktu	empat	tahap	dengan	rentang	waktu	1
empat_tempat_berbeda_pada_waktu	empat	tempat	berbeda	pada	waktu	1
empat_yakni_tepat_waktu_tepat	empat	yakni	tepat	waktu	tepat	1
empat_yang_dibentuk_beberapa_waktu	empat	yang	dibentuk	beberapa	waktu	1
empunya_waktu_dan_yang_empunya	empunya	waktu	dan	yang	empunya	1
enak_waktu_pertama_kali_ke-duanya	enak	waktu	pertama	kali	ke-duanya	1
enam_bulan_jangka_waktu_untuk	enam	bulan	jangka	waktu	untuk	1
enam_bulan_sebelum_waktu_pemberontakan	enam	bulan	sebelum	waktu	pemberontakan	1
enam_lap_di_mana_waktu	enam	lap	di	mana	waktu	1
enam_minggu_lagi_waktu_yang	enam	minggu	lagi	waktu	yang	1
enam_persen_dengan_tenggang_waktu	enam	persen	dengan	tenggang	waktu	1
enam_roda_memakan_waktu_empat	enam	roda	memakan	waktu	empat	1
enam_warna_sehingga_mengurangi_waktu	enam	warna	sehingga	mengurangi	waktu	1
energi_dan_waktu_dalam_penggunaan	energi	dan	waktu	dalam	penggunaan	1
energi_dan_waktu_dengan_berfoya-foya	energi	dan	waktu	dengan	berfoya-foya	1
energi_dan_waktu_yang_luar	energi	dan	waktu	yang	luar	1
energi_dan_waktu_yang_panjang	energi	dan	waktu	yang	panjang	1
energi_pembangkit_listrik_membutuhkan_waktu	energi	pembangkit	listrik	membutuhkan	waktu	1
energi_tapi_waktu_sudah_tidak	energi	tapi	waktu	sudah	tidak	1
energi_waktu_da-na_dan_lainnya	energi	waktu	da-na	dan	lainnya	1
energi_waktu_dana_dan_lainnya	energi	waktu	dana	dan	lainnya	1
energi_waktu_tenaga_dan_pikiran	energi	waktu	tenaga	dan	pikiran	1
energi_yang_banyak_waktu_yang	energi	yang	banyak	waktu	yang	1
energi_yang_tinggi_dengan_waktu	energi	yang	tinggi	dengan	waktu	1
enggak_ada_waktu_luang_ujar	enggak	ada	waktu	luang	ujar	1
enggak_kepikiran_waktu_itu_kata	enggak	kepikiran	waktu	itu	kata	1
enggak_punya_waktu_sebanyak_itu	enggak	punya	waktu	sebanyak	itu	1
enggak_punya_waktu_untuk_mencari	enggak	punya	waktu	untuk	mencari	1
enggak_suka_waktu_terus_berjalan	enggak	suka	waktu	terus	berjalan	1
enggak_tahu_waktu_itu_sampai	enggak	tahu	waktu	itu	sampai	1
enggan_berspekulasi_untuk_mengulur_waktu	enggan	berspekulasi	untuk	mengulur	waktu	1
enggan_me-rinci_waktu_pemanggilan_ter-sebut	enggan	me-rinci	waktu	pemanggilan	ter-sebut	1
enggan_menjual_sebelum_waktu_operasional	enggan	menjual	sebelum	waktu	operasional	1
enggan_menyisihkan_waktu_untuk_berolahraga	enggan	menyisihkan	waktu	untuk	berolahraga	1
enggan_untuk_menyampaikan_kerangka_waktu	enggan	untuk	menyampaikan	kerangka	waktu	1
enjoy_waktu_latihan_bisa_diterapkan	enjoy	waktu	latihan	bisa	diterapkan	1
entah_itu_dana_maupun_waktu	entah	itu	dana	maupun	waktu	1
enteng_dengan_waktu_yang_diberikan	enteng	dengan	waktu	yang	diberikan	1
entrepreneur_perlu_exercise_latihan_waktu	entrepreneur	perlu	exercise	latihan	waktu	1
episode_itu_bisa_membutuhkan_waktu	episode	itu	bisa	membutuhkan	waktu	1
equilibrium-nya_sendiri_sehingga_dalam_waktu	equilibrium-nya	sendiri	sehingga	dalam	waktu	1
erat_dengan_hearing_beberapa_waktu	erat	dengan	hearing	beberapa	waktu	1
erosi_dalam_waktu_yang_sangat	erosi	dalam	waktu	yang	sangat	1
eselon_perlu_proses_dan_waktu	eselon	perlu	proses	dan	waktu	1
esok_masih_ada_waktu_merupakan	esok	masih	ada	waktu	merupakan	1
estimasi_lama_waktu_kedatangan_suku	estimasi	lama	waktu	kedatangan	suku	1
estimasi_pembangunan_bakal_memakan_waktu	estimasi	pembangunan	bakal	memakan	waktu	1
estimasi_waktu_dan_estimasi_tempat	estimasi	waktu	dan	estimasi	tempat	1
estimasi_waktu_saat_membayar_di	estimasi	waktu	saat	membayar	di	1
estimasi_waktu_tempuh_lima_hingga	estimasi	waktu	tempuh	lima	hingga	1
etape_pemilihan_menteri_beberapa_waktu	etape	pemilihan	menteri	beberapa	waktu	1
etik_akan_dilaksanakan_dalam_waktu	etik	akan	dilaksanakan	dalam	waktu	1
evakuasi_korban_pertama_dibutuhkan_waktu	evakuasi	korban	pertama	dibutuhkan	waktu	1
evakuasi_memakan_waktu_lama_karena	evakuasi	memakan	waktu	lama	karena	1
evakuasi_membutuhkan_waktu_dua_hari	evakuasi	membutuhkan	waktu	dua	hari	1
evakuasi_menelan_waktu_hingga_menit	evakuasi	menelan	waktu	hingga	menit	1
evakuasi_wajan_cukup_memakan_waktu	evakuasi	wajan	cukup	memakan	waktu	1
evaluasi_harus_dilakukan_dalam_waktu	evaluasi	harus	dilakukan	dalam	waktu	1
even_point_dalam_waktu_singkat	even	point	dalam	waktu	singkat	1
event_point_dalam_jangka_waktu	event	point	dalam	jangka	waktu	1
exercise_latihan_waktu_struggle_perjuangan	exercise	latihan	waktu	struggle	perjuangan	1
fajar_sampai_waktu_berbuka_tiba	fajar	sampai	waktu	berbuka	tiba	1
faktor_waktu_dan_makanan_tidak	faktor	waktu	dan	makanan	tidak	1
faktor_waktu_ongkos_transportasi_yang	faktor	waktu	ongkos	transportasi	yang	1
faktual_butuh_waktu_tiga_bulan	faktual	butuh	waktu	tiga	bulan	1
fardhu_lima_waktu_dianjurkan_berjamaah	fardhu	lima	waktu	dianjurkan	berjamaah	1
fardhu_yang_lima_waktu_secara	fardhu	yang	lima	waktu	secara	1
fardhu_yang_lima_waktu_ujar	fardhu	yang	lima	waktu	ujar	1
farmasi_waktu_itu_kami_sepakati	farmasi	waktu	itu	kami	sepakati	1
fase_itu_makan_waktu_dua	fase	itu	makan	waktu	dua	1
fase_itu_menjadi_waktu_yang	fase	itu	menjadi	waktu	yang	1
fase_tambahan_waktu_sampai_gol	fase	tambahan	waktu	sampai	gol	1
fashion_yang_pada_waktu_itu	fashion	yang	pada	waktu	itu	1
fasili-tas_waktu_sosialisasi_program_tatakota	fasili-tas	waktu	sosialisasi	program	tatakota	1
fasilitas_tersebut_dalam_waktu_singkat	fasilitas	tersebut	dalam	waktu	singkat	1
fasilitas-fasilitas_tersebut_untuk_jangka_waktu	fasilitas-fasilitas	tersebut	untuk	jangka	waktu	1
fatwa_dan_dalam_waktu_dekat	fatwa	dan	dalam	waktu	dekat	1
fatwa_tentang_menggabungkan_waktu_salat	fatwa	tentang	menggabungkan	waktu	salat	1
favorit_warga_dalam_menghabiskan_waktu	favorit	warga	dalam	menghabiskan	waktu	1
fenomena_gerhana_serta_pergantian_waktu	fenomena	gerhana	serta	pergantian	waktu	1
fenomena_langka_ini_merupakan_waktu	fenomena	langka	ini	merupakan	waktu	1
fer-mentasi_dibutuhkan_waktu_selama_satu	fer-mentasi	dibutuhkan	waktu	selama	satu	1
fermentasi_susu_segar_dalam_waktu	fermentasi	susu	segar	dalam	waktu	1
fi_nansial_dan_waktu_ungkap	fi	nansial	dan	waktu	ungkap	1
film_dan_shopping_minimal_waktu	film	dan	shopping	minimal	waktu	1
film_ini_akan_membutuhkan_waktu	film	ini	akan	membutuhkan	waktu	1
film_ini_memakan_waktu_yang	film	ini	memakan	waktu	yang	1
film_itu_yang_butuh_waktu	film	itu	yang	butuh	waktu	1
film_pun_membutuhkan_waktu_satu	film	pun	membutuhkan	waktu	satu	1
filmnya_akan_membu-tuhkan_waktu_lama	filmnya	akan	membu-tuhkan	waktu	lama	1
final_dan_dalam_waktu_dekat	final	dan	dalam	waktu	dekat	1
final_dengan_selisih_catatan_waktu	final	dengan	selisih	catatan	waktu	1
final_itu_ditunda_hingga_waktu	final	itu	ditunda	hingga	waktu	1
finansial_selama_jangka_waktu_bulan	finansial	selama	jangka	waktu	bulan	1
finis_bercatatan_waktu_setelah_menyelesaikan	finis	bercatatan	waktu	setelah	menyelesaikan	1
finis_dengan_catatan_waktu_atau	finis	dengan	catatan	waktu	atau	1
finis_dengan_catatan_waktu_detik	finis	dengan	catatan	waktu	detik	1
finis_dengan_catatan_waktu_yang	finis	dengan	catatan	waktu	yang	1
finis_dengan_selisih_waktu_yang	finis	dengan	selisih	waktu	yang	1
finis_kedua_dengan_terpaut_waktu	finis	kedua	dengan	terpaut	waktu	1
finis_pertama_dengan_catatan_waktu	finis	pertama	dengan	catatan	waktu	1
finish_hingga_mencatat_waktu_yang	finish	hingga	mencatat	waktu	yang	1
fisik_dapat_rampung_tepat_waktu	fisik	dapat	rampung	tepat	waktu	1
fisik_dilakukan_lantaran_dikejar_waktu	fisik	dilakukan	lantaran	dikejar	waktu	1
fisik_melampaui_ruang_waktu_dan	fisik	melampaui	ruang	waktu	dan	1
fisik_statis_dalam_waktu_lama	fisik	statis	dalam	waktu	lama	1
fisik_tepat_waktu_sebab_hal	fisik	tepat	waktu	sebab	hal	1
fisik_yang_membutuhkan_waktu_sekitar	fisik	yang	membutuhkan	waktu	sekitar	1
fisioterapi_sisanya_mungkin_dalam_waktu	fisioterapi	sisanya	mungkin	dalam	waktu	1
fitur_seiring_berjalannya_waktu_demikian	fitur	seiring	berjalannya	waktu	demikian	1
fitur-fiturnya_dalam_beberapa_waktu_terakhir	fitur-fiturnya	dalam	beberapa	waktu	terakhir	1
fleksibilitas_dan_waktu_yang_sangat	fleksibilitas	dan	waktu	yang	sangat	1
fleksibilitas_ruang_waktu_dan_metode	fleksibilitas	ruang	waktu	dan	metode	1
fleksibilitas_waktu_menunggu_bagi_nasabah	fleksibilitas	waktu	menunggu	bagi	nasabah	1
fluktuatif_dari_waktu_ke_waktu	fluktuatif	dari	waktu	ke	waktu	1
fokus_akan_kembali_dalam_waktu	fokus	akan	kembali	dalam	waktu	1
fokus_dalam_waktu_singkat_yakni	fokus	dalam	waktu	singkat	yakni	1
fokus_dan_memiliki_kerangka_waktu	fokus	dan	memiliki	kerangka	waktu	1
fokus_ke_lingkungan_tapi_waktu	fokus	ke	lingkungan	tapi	waktu	1
fokus_menikmati_waktu_yang_sebetulnya	fokus	menikmati	waktu	yang	sebetulnya	1
fokus_pada_ketepatan_waktu_penerbangan	fokus	pada	ketepatan	waktu	penerbangan	1
fokus_yang_punya_waktu_penuh	fokus	yang	punya	waktu	penuh	1
formal_maka_siswa_mengisi_waktu	formal	maka	siswa	mengisi	waktu	1
formal_seperti_pengaturan_jangka_waktu	formal	seperti	pengaturan	jangka	waktu	1
formalin_apabila_dikonsumsi_dalam_waktu	formalin	apabila	dikonsumsi	dalam	waktu	1
formalitas_so_nda_ada_waktu	formalitas	so	nda	ada	waktu	1
formatur_diberi_waktu_hari_untuk	formatur	diberi	waktu	hari	untuk	1
formatur_diberi_waktu_selama_hari	formatur	diberi	waktu	selama	hari	1
formulir_ini_dalam_waktu_beberapa	formulir	ini	dalam	waktu	beberapa	1
foto_ayah-ibu_waktu_masih_belia	foto	ayah-ibu	waktu	masih	belia	1
foto_ini_waktu_aku_diperkosa	foto	ini	waktu	aku	diperkosa	1
foto_kakek_waktu_masih_muda	foto	kakek	waktu	masih	muda	1
foto_panitia_masih_membuka_waktu	foto	panitia	masih	membuka	waktu	1
